val_loss,epoch,step,lr-Adam,train_loss
,,86849,0.00012794387518366717,
,20,86849,,8.190082550048828
,,86899,0.00012817929781146084,
,21,86899,,6.192673683166504
,,86949,0.00012817929781146084,
,21,86949,,4.44463586807251
,,86999,0.00012817929781146084,
,21,86999,,6.5931806564331055
,,87049,0.00012817929781146084,
,21,87049,,3.6673126220703125
,,87099,0.00012817929781146084,
,21,87099,,8.344226837158203
,,87149,0.00012817929781146084,
,21,87149,,4.69428825378418
,,87199,0.00012817929781146084,
,21,87199,,4.6088151931762695
,,87249,0.00012817929781146084,
,21,87249,,4.839895725250244
,,87299,0.00012817929781146084,
,21,87299,,5.7536420822143555
,,87349,0.00012817929781146084,
,21,87349,,4.246246337890625
,,87399,0.00012817929781146084,
,21,87399,,3.7810919284820557
,,87449,0.00012817929781146084,
,21,87449,,5.0573930740356445
,,87499,0.00012817929781146084,
,21,87499,,4.269246578216553
,,87549,0.00012817929781146084,
,21,87549,,6.188187122344971
,,87599,0.00012817929781146084,
,21,87599,,3.64310359954834
,,87649,0.00012817929781146084,
,21,87649,,6.175963401794434
,,87699,0.00012817929781146084,
,21,87699,,6.063629150390625
,,87749,0.00012817929781146084,
,21,87749,,3.9978368282318115
,,87799,0.00012817929781146084,
,21,87799,,5.241852760314941
,,87849,0.00012817929781146084,
,21,87849,,6.479670524597168
,,87899,0.00012817929781146084,
,21,87899,,5.456765174865723
,,87949,0.00012817929781146084,
,21,87949,,4.698493003845215
,,87999,0.00012817929781146084,
,21,87999,,4.697608470916748
,,88049,0.00012817929781146084,
,21,88049,,3.9968490600585938
,,88099,0.00012817929781146084,
,21,88099,,4.526368141174316
,,88149,0.00012817929781146084,
,21,88149,,4.560257434844971
,,88199,0.00012817929781146084,
,21,88199,,6.653836250305176
,,88249,0.00012817929781146084,
,21,88249,,4.597349166870117
,,88299,0.00012817929781146084,
,21,88299,,4.519407272338867
,,88349,0.00012817929781146084,
,21,88349,,3.9872043132781982
,,88399,0.00012817929781146084,
,21,88399,,4.469679832458496
,,88449,0.00012817929781146084,
,21,88449,,4.3237762451171875
,,88499,0.00012817929781146084,
,21,88499,,5.84224796295166
,,88549,0.00012817929781146084,
,21,88549,,7.103621006011963
,,88599,0.00012817929781146084,
,21,88599,,5.12210750579834
,,88649,0.00012817929781146084,
,21,88649,,5.131959915161133
,,88699,0.00012817929781146084,
,21,88699,,4.799250602722168
,,88749,0.00012817929781146084,
,21,88749,,4.403278350830078
,,88799,0.00012817929781146084,
,21,88799,,5.391598701477051
,,88849,0.00012817929781146084,
,21,88849,,6.9399003982543945
,,88899,0.00012817929781146084,
,21,88899,,5.6845293045043945
,,88949,0.00012817929781146084,
,21,88949,,7.032135009765625
,,88999,0.00012817929781146084,
,21,88999,,3.3791394233703613
,,89049,0.00012817929781146084,
,21,89049,,5.250913619995117
,,89099,0.00012817929781146084,
,21,89099,,4.730276107788086
,,89149,0.00012817929781146084,
,21,89149,,5.955681324005127
,,89199,0.00012817929781146084,
,21,89199,,4.221432685852051
,,89249,0.00012817929781146084,
,21,89249,,5.75478982925415
,,89299,0.00012817929781146084,
,21,89299,,5.318367958068848
,,89349,0.00012817929781146084,
,21,89349,,5.461636066436768
,,89399,0.00012817929781146084,
,21,89399,,6.123478889465332
,,89449,0.00012817929781146084,
,21,89449,,5.026246547698975
,,89499,0.00012817929781146084,
,21,89499,,4.583179950714111
,,89549,0.00012817929781146084,
,21,89549,,3.7662782669067383
,,89599,0.00012817929781146084,
,21,89599,,4.417887210845947
,,89649,0.00012817929781146084,
,21,89649,,4.325579643249512
,,89699,0.00012817929781146084,
,21,89699,,4.450927734375
,,89749,0.00012817929781146084,
,21,89749,,5.665787220001221
,,89799,0.00012817929781146084,
,21,89799,,5.708474159240723
,,89849,0.00012817929781146084,
,21,89849,,5.208329200744629
,,89899,0.00012817929781146084,
,21,89899,,5.333454608917236
,,89949,0.00012817929781146084,
,21,89949,,5.279053211212158
,,89999,0.00012817929781146084,
,21,89999,,4.553254127502441
,,90049,0.00012817929781146084,
,21,90049,,3.8677642345428467
,,90099,0.00012817929781146084,
,21,90099,,4.7499566078186035
,,90149,0.00012817929781146084,
,21,90149,,4.481095790863037
,,90199,0.00012817929781146084,
,21,90199,,5.588984966278076
,,90249,0.00012817929781146084,
,21,90249,,5.932136535644531
,,90299,0.00012817929781146084,
,21,90299,,6.002285003662109
,,90349,0.00012817929781146084,
,21,90349,,5.9298481941223145
,,90399,0.00012817929781146084,
,21,90399,,5.571597099304199
,,90449,0.00012817929781146084,
,21,90449,,4.430087566375732
,,90499,0.00012817929781146084,
,21,90499,,5.606884002685547
,,90549,0.00012817929781146084,
,21,90549,,5.039315700531006
,,90599,0.00012817929781146084,
,21,90599,,3.8346660137176514
,,90649,0.00012817929781146084,
,21,90649,,4.729235649108887
,,90699,0.00012817929781146084,
,21,90699,,4.075448989868164
,,90749,0.00012817929781146084,
,21,90749,,6.268686294555664
,,90799,0.00012817929781146084,
,21,90799,,4.281018257141113
,,90849,0.00012817929781146084,
,21,90849,,4.971070766448975
,,90899,0.00012817929781146084,
,21,90899,,8.174907684326172
,,90949,0.00012817929781146084,
,21,90949,,5.108946800231934
,,90999,0.00012817929781146084,
,21,90999,,3.9843239784240723
,,91049,0.0001284147204392545,
,22,91049,,4.774412155151367
,,91099,0.0001284147204392545,
,22,91099,,3.6430492401123047
,,91149,0.0001284147204392545,
,22,91149,,4.210472583770752
,,91199,0.0001284147204392545,
,22,91199,,6.139925956726074
,,91249,0.0001284147204392545,
,22,91249,,4.875775337219238
,,91299,0.0001284147204392545,
,22,91299,,5.199292182922363
,,91349,0.0001284147204392545,
,22,91349,,5.454314231872559
,,91399,0.0001284147204392545,
,22,91399,,5.323220252990723
,,91449,0.0001284147204392545,
,22,91449,,5.681480407714844
,,91499,0.0001284147204392545,
,22,91499,,3.263603448867798
,,91549,0.0001284147204392545,
,22,91549,,4.814435958862305
,,91599,0.0001284147204392545,
,22,91599,,5.177331924438477
,,91649,0.0001284147204392545,
,22,91649,,4.826388835906982
,,91699,0.0001284147204392545,
,22,91699,,4.485080718994141
,,91749,0.0001284147204392545,
,22,91749,,5.132087707519531
,,91799,0.0001284147204392545,
,22,91799,,5.857020854949951
,,91849,0.0001284147204392545,
,22,91849,,7.032196044921875
,,91899,0.0001284147204392545,
,22,91899,,5.146574020385742
,,91949,0.0001284147204392545,
,22,91949,,4.204198837280273
,,91999,0.0001284147204392545,
,22,91999,,6.455408573150635
,,92049,0.0001284147204392545,
,22,92049,,5.479777812957764
,,92099,0.0001284147204392545,
,22,92099,,4.220617294311523
,,92149,0.0001284147204392545,
,22,92149,,4.798110485076904
,,92199,0.0001284147204392545,
,22,92199,,4.170364856719971
,,92249,0.0001284147204392545,
,22,92249,,4.721008777618408
,,92299,0.0001284147204392545,
,22,92299,,5.535115718841553
,,92349,0.0001284147204392545,
,22,92349,,5.892827033996582
,,92399,0.0001284147204392545,
,22,92399,,8.298336029052734
,,92449,0.0001284147204392545,
,22,92449,,3.859736919403076
,,92499,0.0001284147204392545,
,22,92499,,3.781435489654541
,,92549,0.0001284147204392545,
,22,92549,,4.431270599365234
,,92599,0.0001284147204392545,
,22,92599,,3.2680180072784424
,,92649,0.0001284147204392545,
,22,92649,,4.767449378967285
,,92699,0.0001284147204392545,
,22,92699,,3.894115447998047
,,92749,0.0001284147204392545,
,22,92749,,5.132171630859375
,,92799,0.0001284147204392545,
,22,92799,,5.397510528564453
,,92849,0.0001284147204392545,
,22,92849,,7.12591552734375
,,92899,0.0001284147204392545,
,22,92899,,4.492331504821777
,,92949,0.0001284147204392545,
,22,92949,,4.1012654304504395
,,92999,0.0001284147204392545,
,22,92999,,4.244396209716797
,,93049,0.0001284147204392545,
,22,93049,,3.3246405124664307
,,93099,0.0001284147204392545,
,22,93099,,4.5828328132629395
,,93149,0.0001284147204392545,
,22,93149,,6.130200386047363
,,93199,0.0001284147204392545,
,22,93199,,4.2299652099609375
,,93249,0.0001284147204392545,
,22,93249,,4.876585960388184
,,93299,0.0001284147204392545,
,22,93299,,6.183110237121582
,,93349,0.0001284147204392545,
,22,93349,,4.171595573425293
,,93399,0.0001284147204392545,
,22,93399,,7.419696807861328
,,93449,0.0001284147204392545,
,22,93449,,6.926815032958984
,,93499,0.0001284147204392545,
,22,93499,,5.616394519805908
,,93549,0.0001284147204392545,
,22,93549,,5.23199462890625
,,93599,0.0001284147204392545,
,22,93599,,3.5360922813415527
,,93649,0.0001284147204392545,
,22,93649,,5.960536956787109
,,93699,0.0001284147204392545,
,22,93699,,6.137615203857422
,,93749,0.0001284147204392545,
,22,93749,,3.2934651374816895
,,93799,0.0001284147204392545,
,22,93799,,4.428274631500244
,,93849,0.0001284147204392545,
,22,93849,,6.2515459060668945
,,93899,0.0001284147204392545,
,22,93899,,3.730287551879883
,,93949,0.0001284147204392545,
,22,93949,,4.456164360046387
,,93999,0.0001284147204392545,
,22,93999,,5.585013389587402
,,94049,0.0001284147204392545,
,22,94049,,4.91691255569458
,,94099,0.0001284147204392545,
,22,94099,,5.138008117675781
,,94149,0.0001284147204392545,
,22,94149,,3.6343002319335938
,,94199,0.0001284147204392545,
,22,94199,,3.4220409393310547
,,94249,0.0001284147204392545,
,22,94249,,2.96224308013916
,,94299,0.0001284147204392545,
,22,94299,,6.196038246154785
,,94349,0.0001284147204392545,
,22,94349,,7.065712928771973
,,94399,0.0001284147204392545,
,22,94399,,6.007300853729248
,,94449,0.0001284147204392545,
,22,94449,,5.216353416442871
,,94499,0.0001284147204392545,
,22,94499,,5.387384414672852
,,94549,0.0001284147204392545,
,22,94549,,5.483842372894287
,,94599,0.0001284147204392545,
,22,94599,,4.995613098144531
,,94649,0.0001284147204392545,
,22,94649,,4.184488296508789
,,94699,0.0001284147204392545,
,22,94699,,4.72563362121582
,,94749,0.0001284147204392545,
,22,94749,,5.409702777862549
,,94799,0.0001284147204392545,
,22,94799,,5.339249610900879
,,94849,0.0001284147204392545,
,22,94849,,4.765142440795898
,,94899,0.0001284147204392545,
,22,94899,,6.9432477951049805
,,94949,0.0001284147204392545,
,22,94949,,5.279523849487305
,,94999,0.0001284147204392545,
,22,94999,,5.955164432525635
,,95049,0.0001284147204392545,
,22,95049,,4.237478256225586
,,95099,0.0001284147204392545,
,22,95099,,5.1233086585998535
,,95149,0.0001284147204392545,
,22,95149,,4.794355869293213
,,95199,0.00012865014306704818,
,23,95199,,4.688422203063965
,,95249,0.00012865014306704818,
,23,95249,,6.666413307189941
,,95299,0.00012865014306704818,
,23,95299,,4.534688949584961
,,95349,0.00012865014306704818,
,23,95349,,4.487135410308838
,,95399,0.00012865014306704818,
,23,95399,,5.236080169677734
,,95449,0.00012865014306704818,
,23,95449,,7.336406707763672
,,95499,0.00012865014306704818,
,23,95499,,4.405289649963379
,,95549,0.00012865014306704818,
,23,95549,,4.544656753540039
,,95599,0.00012865014306704818,
,23,95599,,5.75065803527832
,,95649,0.00012865014306704818,
,23,95649,,5.932433605194092
,,95699,0.00012865014306704818,
,23,95699,,4.68458366394043
,,95749,0.00012865014306704818,
,23,95749,,4.944730758666992
,,95799,0.00012865014306704818,
,23,95799,,5.62962532043457
,,95849,0.00012865014306704818,
,23,95849,,5.599808692932129
,,95899,0.00012865014306704818,
,23,95899,,5.983761787414551
,,95949,0.00012865014306704818,
,23,95949,,4.884554862976074
,,95999,0.00012865014306704818,
,23,95999,,4.806145668029785
,,96049,0.00012865014306704818,
,23,96049,,6.296808242797852
,,96099,0.00012865014306704818,
,23,96099,,5.822488784790039
,,96149,0.00012865014306704818,
,23,96149,,4.981436252593994
,,96199,0.00012865014306704818,
,23,96199,,7.172965049743652
,,96249,0.00012865014306704818,
,23,96249,,4.658986568450928
,,96299,0.00012865014306704818,
,23,96299,,4.172521591186523
,,96349,0.00012865014306704818,
,23,96349,,5.156964302062988
,,96399,0.00012865014306704818,
,23,96399,,7.021471977233887
,,96449,0.00012865014306704818,
,23,96449,,6.004773139953613
,,96499,0.00012865014306704818,
,23,96499,,4.9979400634765625
,,96549,0.00012865014306704818,
,23,96549,,6.257599830627441
,,96599,0.00012865014306704818,
,23,96599,,5.11580228805542
,,96649,0.00012865014306704818,
,23,96649,,6.051244735717773
,,96699,0.00012865014306704818,
,23,96699,,6.183735370635986
,,96749,0.00012865014306704818,
,23,96749,,5.902081489562988
,,96799,0.00012865014306704818,
,23,96799,,4.833356857299805
,,96849,0.00012865014306704818,
,23,96849,,4.123270034790039
,,96899,0.00012865014306704818,
,23,96899,,5.418083190917969
,,96949,0.00012865014306704818,
,23,96949,,5.971569061279297
,,96999,0.00012865014306704818,
,23,96999,,5.841622352600098
,,97049,0.00012865014306704818,
,23,97049,,6.257765769958496
,,97099,0.00012865014306704818,
,23,97099,,5.438666820526123
,,97149,0.00012865014306704818,
,23,97149,,5.9374518394470215
,,97199,0.00012865014306704818,
,23,97199,,6.7256574630737305
,,97249,0.00012865014306704818,
,23,97249,,5.820838928222656
,,97299,0.00012865014306704818,
,23,97299,,3.8739824295043945
,,97349,0.00012865014306704818,
,23,97349,,5.539772987365723
,,97399,0.00012865014306704818,
,23,97399,,5.9828925132751465
,,97449,0.00012865014306704818,
,23,97449,,4.448979377746582
,,97499,0.00012865014306704818,
,23,97499,,4.8538360595703125
,,97549,0.00012865014306704818,
,23,97549,,4.30648136138916
,,97599,0.00012865014306704818,
,23,97599,,5.46018123626709
,,97649,0.00012865014306704818,
,23,97649,,5.743067741394043
,,97699,0.00012865014306704818,
,23,97699,,5.983093738555908
,,97749,0.00012865014306704818,
,23,97749,,4.970566272735596
,,97799,0.00012865014306704818,
,23,97799,,5.560187816619873
,,97849,0.00012865014306704818,
,23,97849,,5.9845781326293945
,,97899,0.00012865014306704818,
,23,97899,,5.267378330230713
,,97949,0.00012865014306704818,
,23,97949,,7.291656970977783
,,97999,0.00012865014306704818,
,23,97999,,4.618062973022461
,,98049,0.00012865014306704818,
,23,98049,,6.532160758972168
,,98099,0.00012865014306704818,
,23,98099,,5.455397129058838
,,98149,0.00012865014306704818,
,23,98149,,4.554048538208008
,,98199,0.00012865014306704818,
,23,98199,,5.459444046020508
,,98249,0.00012865014306704818,
,23,98249,,6.708425521850586
,,98299,0.00012865014306704818,
,23,98299,,3.400015354156494
,,98349,0.00012865014306704818,
,23,98349,,4.454636573791504
,,98399,0.00012865014306704818,
,23,98399,,3.889673948287964
,,98449,0.00012865014306704818,
,23,98449,,5.1205902099609375
,,98499,0.00012865014306704818,
,23,98499,,4.794031143188477
,,98549,0.00012865014306704818,
,23,98549,,4.421298980712891
,,98599,0.00012865014306704818,
,23,98599,,5.3931169509887695
,,98649,0.00012865014306704818,
,23,98649,,4.637603759765625
,,98699,0.00012865014306704818,
,23,98699,,4.172082901000977
,,98749,0.00012865014306704818,
,23,98749,,4.762279510498047
,,98799,0.00012865014306704818,
,23,98799,,5.414889335632324
,,98849,0.00012865014306704818,
,23,98849,,3.8172311782836914
,,98899,0.00012865014306704818,
,23,98899,,6.0960211753845215
,,98949,0.00012865014306704818,
,23,98949,,4.556835174560547
,,98999,0.00012865014306704818,
,23,98999,,4.050851345062256
,,99049,0.00012865014306704818,
,23,99049,,6.780067443847656
,,99099,0.00012865014306704818,
,23,99099,,4.308468818664551
,,99149,0.00012865014306704818,
,23,99149,,5.133732795715332
,,99199,0.00012865014306704818,
,23,99199,,5.890106678009033
,,99249,0.00012865014306704818,
,23,99249,,4.691017150878906
,,99299,0.00012865014306704818,
,23,99299,,5.184493064880371
,,99349,0.00012888556569484185,
,24,99349,,5.277844429016113
,,99399,0.00012888556569484185,
,24,99399,,4.648467063903809
,,99449,0.00012888556569484185,
,24,99449,,6.150355339050293
,,99499,0.00012888556569484185,
,24,99499,,6.369661808013916
,,99549,0.00012888556569484185,
,24,99549,,5.275261878967285
,,99599,0.00012888556569484185,
,24,99599,,5.26467752456665
,,99649,0.00012888556569484185,
,24,99649,,4.772058963775635
,,99699,0.00012888556569484185,
,24,99699,,4.288691997528076
,,99749,0.00012888556569484185,
,24,99749,,6.382811546325684
,,99799,0.00012888556569484185,
,24,99799,,3.5769400596618652
,,99849,0.00012888556569484185,
,24,99849,,4.523563385009766
,,99899,0.00012888556569484185,
,24,99899,,4.366454124450684
,,99949,0.00012888556569484185,
,24,99949,,6.102165222167969
,,99999,0.00012888556569484185,
,24,99999,,4.120333671569824
,,100049,0.00012888556569484185,
,24,100049,,4.824528694152832
,,100099,0.00012888556569484185,
,24,100099,,7.09873104095459
,,100149,0.00012888556569484185,
,24,100149,,6.739323616027832
,,100199,0.00012888556569484185,
,24,100199,,4.817356109619141
,,100249,0.00012888556569484185,
,24,100249,,6.13873291015625
,,100299,0.00012888556569484185,
,24,100299,,6.679816722869873
,,100349,0.00012888556569484185,
,24,100349,,5.373539924621582
,,100399,0.00012888556569484185,
,24,100399,,5.018604278564453
,,100449,0.00012888556569484185,
,24,100449,,4.446761131286621
,,100499,0.00012888556569484185,
,24,100499,,4.531117916107178
,,100549,0.00012888556569484185,
,24,100549,,6.049117088317871
,,100599,0.00012888556569484185,
,24,100599,,4.407988548278809
,,100649,0.00012888556569484185,
,24,100649,,4.484476566314697
,,100699,0.00012888556569484185,
,24,100699,,4.500823020935059
,,100749,0.00012888556569484185,
,24,100749,,5.117254257202148
,,100799,0.00012888556569484185,
,24,100799,,4.788825988769531
,,100849,0.00012888556569484185,
,24,100849,,7.058341026306152
,,100899,0.00012888556569484185,
,24,100899,,5.084218502044678
,,100949,0.00012888556569484185,
,24,100949,,4.1328229904174805
,,100999,0.00012888556569484185,
,24,100999,,6.9875946044921875
,,101049,0.00012888556569484185,
,24,101049,,6.499597549438477
,,101099,0.00012888556569484185,
,24,101099,,5.179079055786133
,,101149,0.00012888556569484185,
,24,101149,,4.954895973205566
,,101199,0.00012888556569484185,
,24,101199,,4.122803688049316
,,101249,0.00012888556569484185,
,24,101249,,3.455374240875244
,,101299,0.00012888556569484185,
,24,101299,,4.154672622680664
,,101349,0.00012888556569484185,
,24,101349,,4.990692138671875
,,101399,0.00012888556569484185,
,24,101399,,6.064844608306885
,,101449,0.00012888556569484185,
,24,101449,,5.311293601989746
,,101499,0.00012888556569484185,
,24,101499,,4.196211814880371
,,101549,0.00012888556569484185,
,24,101549,,5.146100044250488
,,101599,0.00012888556569484185,
,24,101599,,4.478781700134277
,,101649,0.00012888556569484185,
,24,101649,,5.418209552764893
,,101699,0.00012888556569484185,
,24,101699,,4.097350120544434
,,101749,0.00012888556569484185,
,24,101749,,5.56355619430542
,,101799,0.00012888556569484185,
,24,101799,,4.686429023742676
,,101849,0.00012888556569484185,
,24,101849,,5.079837799072266
,,101899,0.00012888556569484185,
,24,101899,,5.621425628662109
,,101949,0.00012888556569484185,
,24,101949,,4.137506484985352
,,101999,0.00012888556569484185,
,24,101999,,4.302391052246094
,,102049,0.00012888556569484185,
,24,102049,,4.410584449768066
,,102099,0.00012888556569484185,
,24,102099,,5.118724822998047
,,102149,0.00012888556569484185,
,24,102149,,5.976557731628418
,,102199,0.00012888556569484185,
,24,102199,,5.377387046813965
,,102249,0.00012888556569484185,
,24,102249,,4.754543304443359
,,102299,0.00012888556569484185,
,24,102299,,6.180818557739258
,,102349,0.00012888556569484185,
,24,102349,,4.1239423751831055
,,102399,0.00012888556569484185,
,24,102399,,4.624341011047363
,,102449,0.00012888556569484185,
,24,102449,,4.257734298706055
,,102499,0.00012888556569484185,
,24,102499,,6.074244976043701
,,102549,0.00012888556569484185,
,24,102549,,5.87385892868042
,,102599,0.00012888556569484185,
,24,102599,,5.00406551361084
,,102649,0.00012888556569484185,
,24,102649,,4.40961217880249
,,102699,0.00012888556569484185,
,24,102699,,5.627588748931885
,,102749,0.00012888556569484185,
,24,102749,,3.3268516063690186
,,102799,0.00012888556569484185,
,24,102799,,5.0985589027404785
,,102849,0.00012888556569484185,
,24,102849,,6.437796592712402
,,102899,0.00012888556569484185,
,24,102899,,3.993396759033203
,,102949,0.00012888556569484185,
,24,102949,,3.7169158458709717
,,102999,0.00012888556569484185,
,24,102999,,5.178041458129883
,,103049,0.00012888556569484185,
,24,103049,,5.160161972045898
,,103099,0.00012888556569484185,
,24,103099,,5.3259196281433105
,,103149,0.00012888556569484185,
,24,103149,,5.5953369140625
,,103199,0.00012888556569484185,
,24,103199,,5.646173477172852
,,103249,0.00012888556569484185,
,24,103249,,2.8308324813842773
,,103299,0.00012888556569484185,
,24,103299,,6.144477367401123
,,103349,0.00012888556569484185,
,24,103349,,4.5154290199279785
,,103399,0.00012888556569484185,
,24,103399,,6.434656143188477
,,103449,0.00012888556569484185,
,24,103449,,4.196849822998047
6.76447057723999,24,103449,,
,,103499,0.00012912098832263555,
,25,103499,,3.5154762268066406
,,103549,0.00012912098832263555,
,25,103549,,5.925079345703125
,,103599,0.00012912098832263555,
,25,103599,,4.886848449707031
,,103649,0.00012912098832263555,
,25,103649,,5.414974212646484
,,103699,0.00012912098832263555,
,25,103699,,6.6438679695129395
,,103749,0.00012912098832263555,
,25,103749,,5.045068264007568
,,103799,0.00012912098832263555,
,25,103799,,4.2844696044921875
,,103849,0.00012912098832263555,
,25,103849,,5.951582431793213
,,103899,0.00012912098832263555,
,25,103899,,6.433594703674316
,,103949,0.00012912098832263555,
,25,103949,,5.130643367767334
,,103999,0.00012912098832263555,
,25,103999,,7.167243480682373
,,104049,0.00012912098832263555,
,25,104049,,4.819131374359131
,,104099,0.00012912098832263555,
,25,104099,,3.566732883453369
,,104149,0.00012912098832263555,
,25,104149,,6.008646011352539
,,104199,0.00012912098832263555,
,25,104199,,4.055260181427002
,,104249,0.00012912098832263555,
,25,104249,,4.264170169830322
,,104299,0.00012912098832263555,
,25,104299,,5.627599716186523
,,104349,0.00012912098832263555,
,25,104349,,5.325124740600586
,,104399,0.00012912098832263555,
,25,104399,,4.19489860534668
,,104449,0.00012912098832263555,
,25,104449,,3.4735240936279297
,,104499,0.00012912098832263555,
,25,104499,,4.935543060302734
,,104549,0.00012912098832263555,
,25,104549,,5.898284912109375
,,104599,0.00012912098832263555,
,25,104599,,7.223759651184082
,,104649,0.00012912098832263555,
,25,104649,,4.632843971252441
,,104699,0.00012912098832263555,
,25,104699,,5.2006988525390625
,,104749,0.00012912098832263555,
,25,104749,,7.1757731437683105
,,104799,0.00012912098832263555,
,25,104799,,3.8399219512939453
,,104849,0.00012912098832263555,
,25,104849,,5.7397613525390625
,,104899,0.00012912098832263555,
,25,104899,,5.727598667144775
,,104949,0.00012912098832263555,
,25,104949,,4.445744514465332
,,104999,0.00012912098832263555,
,25,104999,,5.91070556640625
,,105049,0.00012912098832263555,
,25,105049,,3.0158426761627197
,,105099,0.00012912098832263555,
